,id_projeto,data_inicio,data_fim,descricao,descricao.1,ch_dedicada,sexo,ativo,id_pessoa,id_discente,curso,id_servidor,denominacao,unidade_lotacao
10875,1386,2017,31/12/2017,DOCENTE,MINISTRANTE,0,M,True,14664,,,15037.0,Docente                       ,CCM
10877,1386,2017,31/12/2017,DOCENTE,COLABORADOR(A),0,F,True,445517,,,22022.0,Docente                       ,CCS
10882,1386,2017,31/12/2017,DOCENTE,COLABORADOR(A),128,F,False,9814,,,9816.0,Docente                       ,CCS
10883,1386,2017,31/12/2017,DOCENTE,COLABORADOR(A),128,F,False,11511,,,11514.0,Docente                       ,CCS
10884,1386,2017,31/12/2017,DOCENTE,COLABORADOR(A),128,F,False,19237,,,18354.0,Docente                       ,CCS
10894,1386,2017,31/12/2017,DOCENTE,COLABORADOR(A),128,F,True,9508,,,9510.0,Docente                       ,CCS
10902,1386,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,M,True,10432,,,10434.0,Docente                       ,CCS
10907,1251,2017,31/12/2017,DOCENTE,COLABORADOR(A),40,M,True,196798,,,19112.0,Docente                       ,CCS
10932,729,2017,31/12/2017,DOCENTE,COORDENADOR(A),0,F,True,13292,,,18431.0,Docente                       ,CE
10934,2693,2018,22/02/2019,DOCENTE,COLABORADOR(A),480,F,True,12093,,,12096.0,Docente                       ,CCEN
10935,2693,2018,22/02/2019,DOCENTE,COLABORADOR(A),480,F,True,19224,,,18341.0,Docente                       ,CCEN
10936,2693,2018,22/02/2019,DOCENTE,COLABORADOR(A),480,M,True,8302,,,8302.0,Docente                       ,CCEN
10937,2693,2018,22/02/2019,DOCENTE,COLABORADOR(A),480,M,True,10789,,,10791.0,Docente                       ,CCEN
10939,2693,2018,22/02/2019,DOCENTE,COLABORADOR(A),1,M,False,10789,,,10791.0,Docente                       ,CCEN
10940,2693,2018,22/02/2019,DOCENTE,COLABORADOR(A),1,M,False,8302,,,8302.0,Docente                       ,CCEN
10941,2693,2018,22/02/2019,DOCENTE,COLABORADOR(A),1,M,False,8302,,,8302.0,Docente                       ,CCEN
10942,2693,2018,22/02/2019,DOCENTE,COLABORADOR(A),1,F,False,12093,,,12096.0,Docente                       ,CCEN
10943,2693,2018,22/02/2019,DOCENTE,COLABORADOR(A),1,F,False,19224,,,18341.0,Docente                       ,CCEN
10945,2693,2018,22/02/2019,DOCENTE,COORDENADOR(A),800,M,True,19481,,,18537.0,Docente                       ,CCEN
10947,2930,2018,05/01/2019,DOCENTE,COLABORADOR(A),40,M,True,14111,,,14114.0,Docente                       ,CCA
10954,2961,nan,,DOCENTE,COORDENADOR(A),800,F,True,9081,,,9082.0,Docente                       ,CCS
10956,5624,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,167594,,,18564.0,Docente                       ,CCM
10961,5624,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),440,F,True,332947,,,11922.0,Docente                       ,CCS
10962,5624,2019,31/12/2019,DOCENTE,COLABORADOR(A),420,F,True,13448,,,18119.0,Docente                       ,CCAE
10963,5624,2019,31/12/2019,DOCENTE,COLABORADOR(A),420,F,True,253686,,,19622.0,Docente                       ,CCTA
10975,2955,2018,31/12/2018,DOCENTE,COLABORADOR(A),400,M,True,11265,,,14835.0,Docente                       ,CCA
10982,2683,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),300,F,True,13253,,,15194.0,Docente                       ,CCA
10983,2683,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,8450,,,8450.0,Docente                       ,CCA
10984,2760,2018,31/12/2018,DOCENTE,COLABORADOR(A),20,M,True,196802,,,19116.0,Docente                       ,CT
10986,2760,2018,31/12/2018,DOCENTE,COLABORADOR(A),20,F,True,10493,,,10495.0,Docente                       ,CT
10989,2760,2018,31/12/2018,DOCENTE,COORDENADOR(A),40,F,True,41367,,,19811.0,Docente                       ,CT
10990,2637,2018,31/12/2018,DOCENTE,COLABORADOR(A),800,F,True,14656,,,14901.0,Docente                       ,CCM
10997,2637,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,14659,,,14918.0,Docente                       ,CCM
11009,1182,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,13791,,,13794.0,Docente                       ,CCS
11014,1182,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,F,True,405235,,,21077.0,Docente                       ,CCS
11019,2906,2018,31/12/2018,DOCENTE,COORDENADOR(A),0,M,True,19489,,,18545.0,Docente                       ,CCSA
11021,2906,2018,31/12/2018,DOCENTE,COLABORADOR(A),20,F,False,115144,,,21224.0,Docente                       ,CE
11025,2906,2018,31/12/2018,DOCENTE,COLABORADOR(A),20,F,False,198296,,,19193.0,Docente                       ,CCSA
11031,2906,2018,31/12/2018,DOCENTE,COLABORADOR(A),20,M,False,12972,,,12975.0,Docente                       ,CCHLA
11034,2906,2018,31/12/2018,DOCENTE,COLABORADOR(A),20,M,True,14090,,,14093.0,Docente                       ,CCSA
11036,2906,2018,31/12/2018,DOCENTE,COLABORADOR(A),1,M,False,197754,,,19164.0,Docente                       ,CCSA
11037,2906,2018,31/12/2018,DOCENTE,COLABORADOR(A),1,M,False,375306,,,21038.0,Docente                       ,CCSA
11038,2906,2018,31/12/2018,DOCENTE,COLABORADOR(A),20,F,True,19214,,,18331.0,Docente                       ,CCSA
11042,2766,2018,31/12/2018,DOCENTE,COORDENADOR(A),140,M,True,12039,,,15012.0,Docente                       ,CCA
11053,2473,2018,31/12/2018,DOCENTE,COLABORADOR(A),480,F,True,117087,,,21045.0,Docente                       ,CCEN
11056,2473,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),10,F,True,9117,,,9118.0,Docente                       ,CCEN
11058,2473,2018,31/12/2018,DOCENTE,COORDENADOR(A),480,F,True,9117,,,9118.0,Docente                       ,CCEN
11071,1218,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,12428,,,15083.0,Docente                       ,CCHLA
11075,1218,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,F,True,176294,,,19678.0,Docente                       ,CCHLA
11082,5854,2019,31/12/2019,DOCENTE,COORDENADOR(A),10,F,True,8426,,,8426.0,Docente                       ,CT
11088,2338,2018,31/12/2018,DOCENTE,COLABORADOR(A),190,F,True,199996,,,19343.0,Docente                       ,CCTA
11089,2338,2018,31/12/2018,DOCENTE,COLABORADOR(A),190,F,True,255043,,,19650.0,Docente                       ,CCTA
11099,2338,2018,31/12/2018,DOCENTE,COORDENADOR(A),740,F,True,213384,,,19471.0,Docente                       ,CCTA
11105,2779,2018,16/01/2019,DOCENTE,COLABORADOR(A),80,M,False,6366,,,15754.0,Docente                       ,CE
11106,2779,2018,16/01/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,13675,,,13678.0,Docente                       ,CT
11107,2779,2018,16/01/2019,DOCENTE,COORDENADOR(A),580,M,True,6366,,,15754.0,Docente                       ,CE
11118,2739,nan,,DOCENTE,COORDENADOR(A),480,F,True,12262,,,20403.0,Docente                       ,CCS
11119,6000,2019,31/12/2019,DOCENTE,COORDENADOR(A),346,F,True,11043,,,11045.0,Docente                       ,CI
11120,6000,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),256,F,True,12443,,,12446.0,Docente                       ,CI
11121,1110,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),0,M,True,8147,,,8147.0,Docente                       ,CCTA
11122,1110,2017,31/12/2017,DOCENTE,COORDENADOR(A),2,M,True,9903,,,9905.0,Docente                       ,CCTA
11133,2873,2018,09/01/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,M,True,10503,,,15271.0,Docente                       ,CE
11134,2873,2018,09/01/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,M,False,10503,,,15271.0,Docente                       ,CE
11135,2873,2018,09/01/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,M,False,10503,,,15271.0,Docente                       ,CE
11139,2873,2018,09/01/2019,DOCENTE,COORDENADOR(A),800,F,True,39444,,,21251.0,Docente                       ,CE
11143,2501,2018,31/12/2018,DOCENTE,COLABORADOR(A),8,F,True,13542,,,13545.0,Docente                       ,CCS
11144,2501,2018,31/12/2018,DOCENTE,COLABORADOR(A),8,F,True,30084,,,20580.0,Docente                       ,CCS
11145,2501,2018,31/12/2018,DOCENTE,COLABORADOR(A),8,F,True,13426,,,13429.0,Docente                       ,CCS
11146,2501,2018,31/12/2018,DOCENTE,COLABORADOR(A),8,M,True,3858,,,3858.0,Docente                       ,CCS
11147,2501,2018,31/12/2018,DOCENTE,COORDENADOR(A),20,F,True,12906,,,15144.0,Docente                       ,CCS
11148,2947,2018,01/02/2019,DOCENTE,COLABORADOR(A),0,F,True,13445,,,13448.0,Docente                       ,CCS
11153,2947,2018,01/02/2019,DOCENTE,COLABORADOR(A),180,F,True,21487,,,19070.0,Docente                       ,CCS
11155,2947,2018,01/02/2019,DOCENTE,COLABORADOR(A),210,F,True,12320,,,15054.0,Docente                       ,CCS
11156,2947,2018,01/02/2019,DOCENTE,COLABORADOR(A),170,F,True,11266,,,15324.0,Docente                       ,CCS
11157,2947,2018,01/02/2019,DOCENTE,COLABORADOR(A),200,M,True,11674,,,14931.0,Docente                       ,CCS
11158,2947,2018,01/02/2019,DOCENTE,COLABORADOR(A),240,M,True,370616,,,20560.0,Docente                       ,CCS
11159,2947,2018,01/02/2019,DOCENTE,COLABORADOR(A),240,M,True,13658,,,13661.0,Docente                       ,CCM
11160,2947,2018,01/02/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),240,M,True,10759,,,15304.0,Docente                       ,CCS
11161,2947,2018,01/02/2019,DOCENTE,COLABORADOR(A),100,M,True,14055,,,14058.0,Docente                       ,CCS
11162,2947,2018,01/02/2019,DOCENTE,COLABORADOR(A),150,F,True,12865,,,15135.0,Docente                       ,CCS
11163,2947,2018,01/02/2019,DOCENTE,COORDENADOR(A),800,M,True,13669,,,13672.0,Docente                       ,CCS
11164,2818,2018,31/12/2018,DOCENTE,COLABORADOR(A),0,F,False,315017,,,21947.0,Docente                       ,CCHLA
11165,2818,2018,31/12/2018,DOCENTE,COORDENADOR(A),400,F,True,315017,,,21947.0,Docente                       ,CCHLA
11166,2818,2018,13/08/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,F,True,10615,,,10617.0,Docente                       ,CCHLA
11167,2818,2018,30/11/2018,DOCENTE,COLABORADOR(A),60,F,True,36922,,,19094.0,Docente                       ,CCHLA
11169,2818,2018,30/11/2018,DOCENTE,COLABORADOR(A),10,F,True,172930,,,18823.0,Docente                       ,CCHLA
11182,2917,nan,,DOCENTE,COORDENADOR(A),8,M,True,407400,,,21256.0,Docente                       ,CCEN
11186,5828,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),300,F,True,9500,,,9502.0,Docente                       ,CCA
11187,5828,2019,31/12/2019,DOCENTE,COORDENADOR(A),600,M,True,9499,,,9501.0,Docente                       ,CCA
11191,1291,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,F,True,13102,,,19495.0,Docente                       ,CCHLA
11196,2980,nan,,DOCENTE,COORDENADOR(A),3,F,True,14086,,,14089.0,Docente                       ,CCSA
11197,2586,2018,31/12/2018,DOCENTE,COORDENADOR(A),634,F,True,2722,,,2722.0,Docente                       ,CT
11198,2586,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),634,F,True,11403,,,14874.0,Docente                       ,CT
11199,2586,2018,31/12/2018,DOCENTE,COLABORADOR(A),1,F,False,11403,,,14874.0,Docente                       ,CT
11200,667,2017,31/12/2017,DOCENTE,COORDENADOR(A),0,F,True,10636,,,14737.0,Docente                       ,CCS
11204,667,2017,31/12/2017,DOCENTE,COLABORADOR(A),256,F,True,14340,,,14343.0,Docente                       ,CCS
11213,667,2017,31/12/2017,DOCENTE,COLABORADOR(A),256,M,True,8525,,,8525.0,Docente                       ,CCM
11230,667,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),256,F,True,13724,,,13727.0,Docente                       ,CCS
11231,667,2017,31/12/2017,DOCENTE,COLABORADOR(A),256,F,True,14722,,,15833.0,Docente                       ,CCS
11237,2431,2018,16/01/2019,DOCENTE,COORDENADOR(A),94,F,True,13948,,,13951.0,Docente                       ,CCA
11238,2431,2018,16/01/2019,DOCENTE,COLABORADOR(A),56,M,True,10487,,,10489.0,Docente                       ,CCA
11239,2431,2018,16/01/2019,DOCENTE,COLABORADOR(A),50,F,True,145,,,145.0,Docente                       ,CCA
11242,2696,2018,19/12/2018,DOCENTE,COLABORADOR(A),200,M,True,9168,,,9169.0,Docente                       ,CCS
11243,2696,2018,19/12/2018,DOCENTE,COLABORADOR(A),420,F,True,11266,,,15324.0,Docente                       ,CCS
11244,2696,2018,19/12/2018,DOCENTE,COLABORADOR(A),520,F,True,13079,,,19104.0,Docente                       ,CCS
11247,2696,2018,19/12/2018,DOCENTE,COLABORADOR(A),200,F,True,44770,,,19615.0,Docente                       ,CCS
11264,2696,2018,19/12/2018,DOCENTE,COORDENADOR(A),800,F,True,4376,,,4376.0,Docente                       ,CCS
11266,2696,2018,19/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),420,F,True,9163,,,9164.0,Docente                       ,CCS
11274,2697,2018,31/12/2018,DOCENTE,COLABORADOR(A),480,F,True,405233,,,21072.0,Docente                       ,CCA
11275,2697,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,195732,,,18951.0,Docente                       ,CCA
11287,2699,2018,31/12/2018,DOCENTE,COORDENADOR(A),672,F,True,197730,,,19147.0,Docente                       ,CT
11296,2699,2018,31/12/2018,DOCENTE,COLABORADOR(A),196,F,True,12989,,,12992.0,Docente                       ,CT
11297,2699,2018,31/12/2018,DOCENTE,COLABORADOR(A),196,M,True,13946,,,13949.0,Docente                       ,CT
11298,2699,2018,31/12/2018,DOCENTE,COLABORADOR(A),198,F,True,10438,,,10440.0,Docente                       ,CT
11301,2699,2018,31/12/2018,DOCENTE,COLABORADOR(A),344,F,True,267111,,,20299.0,Docente                       ,CT
11305,2699,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),423,F,True,14560,,,14563.0,Docente                       ,CT
11306,2699,2018,31/12/2018,DOCENTE,COLABORADOR(A),312,F,True,9951,,,9953.0,Docente                       ,CCSA
11308,5745,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),182,M,True,19430,,,19826.0,Docente                       ,CCM
11309,5745,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,M,True,13401,,,13404.0,Docente                       ,CCM
11313,2633,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),72,F,True,118919,,,20565.0,Docente                       ,CCA
11314,2633,2018,31/12/2018,DOCENTE,COORDENADOR(A),0,M,True,13778,,,15239.0,Docente                       ,CCA
11316,5633,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,M,True,9310,,,9311.0,Docente                       ,CCTA
11321,2701,2018,31/12/2018,DOCENTE,COORDENADOR(A),300,M,True,13032,,,15157.0,Docente                       ,CI
11322,2701,2018,31/12/2018,DOCENTE,COLABORADOR(A),27,M,True,196510,,,19102.0,Docente                       ,CI
11323,2701,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),300,F,True,194339,,,18890.0,Docente                       ,CI
11326,2701,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),260,F,True,10244,,,14646.0,Docente                       ,CI
11330,2302,2018,31/12/2018,DOCENTE,COLABORADOR(A),400,F,True,19289,,,21776.0,Docente                       ,CT
11331,2302,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,M,True,2416,,,2416.0,Docente                       ,CT
11332,2302,2018,31/12/2018,DOCENTE,COORDENADOR(A),480,M,True,10455,,,10457.0,Docente                       ,CT
11333,2704,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),260,M,False,399023,,,20908.0,Docente                       ,CCA
11341,2704,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,M,True,427670,,,21768.0,Docente                       ,CCA
11342,2704,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,M,True,14111,,,14114.0,Docente                       ,CCA
11345,2251,2018,31/12/2018,DOCENTE,COORDENADOR(A),640,M,True,10572,,,14707.0,Docente                       ,CCM
11346,1203,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,11760,,,11763.0,Docente                       ,CCS
11352,2642,2018,16/01/2019,DOCENTE,COORDENADOR(A),640,M,True,12486,,,15087.0,Docente                       ,CT
11354,2642,2018,16/01/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,M,True,11612,,,11615.0,Docente                       ,CT
11357,2282,2018,31/12/2018,DOCENTE,COORDENADOR(A),0,M,True,372245,,,20572.0,Docente                       ,CT
11365,2282,2018,19/03/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),300,M,True,31833,,,20818.0,Docente                       ,CT
11366,1293,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,F,True,11292,,,15328.0,Docente                       ,CCS
11367,1293,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,F,True,13542,,,13545.0,Docente                       ,CCS
11368,1293,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,19316,,,18410.0,Docente                       ,CCS
11369,1293,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,F,True,13699,,,13702.0,Docente                       ,CCS
11370,1293,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,F,True,30084,,,20580.0,Docente                       ,CCS
11372,1293,2017,31/12/2017,DOCENTE,COLABORADOR(A),160,M,True,2589,,,2589.0,Docente                       ,CCS
11373,1293,2017,31/12/2017,DOCENTE,COORDENADOR(A),320,F,True,13660,,,13663.0,Docente                       ,CCS
11374,1293,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,F,True,10095,,,14629.0,Docente                       ,CCS
11376,1293,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,F,True,12319,,,15053.0,Docente                       ,CCS
11377,1293,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,M,False,2589,,,2589.0,Docente                       ,CCS
11378,2422,2018,16/12/2018,DOCENTE,COLABORADOR(A),200,F,False,12453,,,12456.0,Docente                       ,CCHSA
11379,2422,2018,16/12/2018,DOCENTE,COLABORADOR(A),400,M,False,10740,,,14759.0,Docente                       ,CCHSA
11383,2422,2018,16/12/2018,DOCENTE,COLABORADOR(A),50,F,True,110986,,,20542.0,Docente                       ,CCHSA
11385,2422,2018,16/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),100,M,True,6754,,,6754.0,Docente                       ,CCHSA
11386,2422,2018,16/12/2018,DOCENTE,COLABORADOR(A),50,F,True,195814,,,19008.0,Docente                       ,CCHSA
11387,2422,2018,16/12/2018,DOCENTE,COLABORADOR(A),100,F,True,14255,,,14258.0,Docente                       ,CCHSA
11388,2422,2018,16/12/2018,DOCENTE,COORDENADOR(A),700,F,True,13462,,,13465.0,Docente                       ,CCHSA
11390,2565,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),190,M,True,14028,,,15251.0,Docente                       ,CT
11391,2565,nan,,DOCENTE,COORDENADOR(A),190,F,True,13952,,,13955.0,Docente                       ,CT
11394,2428,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,9984,,,9986.0,Docente                       ,CE
11410,2882,2018,22/12/2018,DOCENTE,COORDENADOR(A),800,M,True,12953,,,19494.0,Docente                       ,CCTA
11415,2862,2018,31/12/2018,DOCENTE,COLABORADOR(A),200,M,True,13178,,,15381.0,Docente                       ,CCHSA
11416,2862,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),100,F,True,12359,,,12362.0,Docente                       ,CCHSA
11417,2862,2018,31/12/2018,DOCENTE,COORDENADOR(A),200,M,True,13409,,,13412.0,Docente                       ,CCHSA
11434,2684,2018,31/12/2018,DOCENTE,CONSULTOR / TUTOR,180,M,True,14094,,,14097.0,Docente                       ,CT
11435,2684,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),180,M,True,12486,,,15087.0,Docente                       ,CT
11436,2684,2018,31/12/2018,DOCENTE,COORDENADOR(A),620,M,True,11612,,,11615.0,Docente                       ,CT
11437,685,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,F,True,19329,,,18418.0,Docente                       ,CCHSA
11443,685,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,F,True,13416,,,13419.0,Docente                       ,CCHSA
11444,685,2017,31/12/2017,DOCENTE,COLABORADOR(A),160,F,False,13416,,,13419.0,Docente                       ,CCHSA
11445,685,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,9851,,,9853.0,Docente                       ,CCHSA
11446,685,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,F,True,12424,,,15081.0,Docente                       ,CCHSA
11447,685,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,12693,,,12696.0,Docente                       ,CCHSA
11450,2822,2018,31/12/2018,DOCENTE,INSTRUTOR / SUPERVISOR,128,M,True,196798,,,19112.0,Docente                       ,CCS
11452,2822,2018,31/12/2018,DOCENTE,COLABORADOR(A),320,M,True,5073,,,5073.0,Docente                       ,CCS
11462,2206,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),120,F,True,8455,,,8455.0,Docente                       ,CCA
